"Path","File","mfst","bld","inst","s10"
"lib/unicore/lib","Math.pl","X",,"X","distrib"
"lib/unicore/lib","Mc.pl","X",,"X","distrib"
"lib/unicore/lib","Me.pl","X",,"X","distrib"
"lib/unicore/lib","Mirrored.pl","X",,"X","distrib"
"lib/unicore/lib","Mn.pl","X",,"X","distrib"
"lib/unicore/lib","Mongolia.pl","X",,"X","distrib"
"lib/unicore/lib","Myanmar.pl","X",,"X","distrib"
"lib/unicore/lib","N.pl","X","X","X","distrib"
"lib/unicore/lib","Nd.pl","X",,"X","distrib"
"lib/unicore/lib","Nl.pl","X",,"X","distrib"
"lib/unicore/lib","No.pl","X",,"X","distrib"
"lib/unicore/lib","Nonchara.pl","X",,"X","distrib"
"lib/unicore/lib","Ogham.pl","X",,"X","distrib"
"lib/unicore/lib","OldItali.pl","X",,"X","distrib"
"lib/unicore/lib","Oriya.pl","X",,"X","distrib"
"lib/unicore/lib","Osmanya.pl","X",,"X","distrib"
"lib/unicore/lib","OtherAlp.pl","X",,"X","distrib"
"lib/unicore/lib","OtherDef.pl","X",,"X","distrib"
"lib/unicore/lib","OtherGra.pl","X",,"X","distrib"
"lib/unicore/lib","OtherIdS.pl","X",,"X","distrib"
"lib/unicore/lib","OtherLow.pl","X",,"X","distrib"
"lib/unicore/lib","OtherMat.pl","X",,"X","distrib"
"lib/unicore/lib","OtherUpp.pl","X",,"X","distrib"
"lib/unicore/lib","P.pl","X",,"X","distrib"
"lib/unicore/lib","Pc.pl","X",,"X","distrib"
"lib/unicore/lib","Pd.pl","X",,"X","distrib"
"lib/unicore/lib","Pe.pl","X",,"X","distrib"
"lib/unicore/lib","Pf.pl","X",,"X","distrib"
"lib/unicore/lib","Pi.pl","X",,"X","distrib"
"lib/unicore/lib","Po.pl","X",,"X","distrib"
"lib/unicore/lib","Print.pl","X","X","X","distrib"
"lib/unicore/lib","Ps.pl","X",,"X","distrib"
"lib/unicore/lib","Punct.pl","X","X","X","distrib"
"lib/unicore/lib","Quotatio.pl","X",,"X","distrib"
"lib/unicore/lib","Radical.pl","X",,"X","distrib"
"lib/unicore/lib","Runic.pl","X",,"X","distrib"
"lib/unicore/lib","S.pl","X",,"X","distrib"
"lib/unicore/lib","Sc.pl","X",,"X","distrib"
"lib/unicore/lib","Shavian.pl","X",,"X","distrib"
"lib/unicore/lib","Sinhala.pl","X",,"X","distrib"
"lib/unicore/lib","Sk.pl","X",,"X","distrib"
"lib/unicore/lib","Sm.pl","X",,"X","distrib"
"lib/unicore/lib","So.pl","X",,"X","distrib"
"lib/unicore/lib","SoftDott.pl","X",,"X","distrib"
"lib/unicore/lib","Space.pl","X","X","X","distrib"
"lib/unicore/lib","SpacePer.pl","X","X","X","distrib"
"lib/unicore/lib","Sterm.pl","X",,"X","distrib"
"lib/unicore/lib","Syriac.pl","X",,"X","distrib"
"lib/unicore/lib","Tagalog.pl","X",,"X","distrib"
"lib/unicore/lib","Tagbanwa.pl","X",,"X","distrib"
"lib/unicore/lib","TaiLe.pl","X",,"X","distrib"
"lib/unicore/lib","Tamil.pl","X",,"X","distrib"
"lib/unicore/lib","Telugu.pl","X",,"X","distrib"
"lib/unicore/lib","Terminal.pl","X",,"X","distrib"
"lib/unicore/lib","Thaana.pl","X",,"X","distrib"
"lib/unicore/lib","Thai.pl","X",,"X","distrib"
"lib/unicore/lib","Tibetan.pl","X",,"X","distrib"
"lib/unicore/lib","Title.pl","X",,"X","distrib"
"lib/unicore/lib","Ugaritic.pl","X",,"X","distrib"
"lib/unicore/lib","UnifiedI.pl","X",,"X","distrib"
"lib/unicore/lib","Upper.pl","X","X","X","distrib"
"lib/unicore/lib","Uppercas.pl","X",,"X","distrib"
"lib/unicore/lib","Variatio.pl","X",,"X","distrib"
"lib/unicore/lib","WhiteSpa.pl","X",,"X","distrib"
"lib/unicore/lib","Word.pl","X","X","X","distrib"
"lib/unicore/lib","XDigit.pl","X",,"X","distrib"
"lib/unicore/lib","Yi.pl","X",,"X","distrib"
"lib/unicore/lib","Z.pl","X",,"X","distrib"
"lib/unicore/lib","Zl.pl","X",,"X","distrib"
"lib/unicore/lib","Zp.pl","X",,"X","distrib"
"lib/unicore/lib","Zs.pl","X",,"X","distrib"
"lib/unicore/lib","_CanonDC.pl","X",,"X","distrib"
"lib/unicore/lib","_CaseIgn.pl","X",,"X","distrib"
"lib/unicore/lib","_CombAbo.pl","X",,"X","distrib"
"lib/warnings","register.pm","X","X","X","distrib"
"mint","Makefile","X",,,"skip"
"mint","README","X",,,"skip"
"mint","errno.h","X",,,"skip"
"mint","pwd.c","X",,,"skip"
"mint","stdio.h","X",,,"skip"
"mint","time.h","X",,,"skip"
"mint/sys","time.h","X",,,"skip"
"mpeix","mpeix.c","X",,,"skip"
"mpeix","mpeixish.h","X",,,"skip"
"mpeix","nm","X",,,"skip"
"mpeix","relink","X",,,"skip"
"os2","Changes","X",,,"skip"
"os2","Makefile.SHs","X",,,"skip"
"os2","diff.configure","X",,,"skip"
"os2","dl_os2.c","X",,,"skip"
"os2","dlfcn.h","X",,,"skip"
"os2","os2.c","X",,,"skip"
"os2","os2.sym","X",,,"skip"
"os2","os2_base.t","X",,,"skip"
"os2","os2add.sym","X",,,"skip"
"os2","os2ish.h","X",,,"skip"
"os2","os2thread.h","X",,,"skip"
"os2","perl2cmd.pl","X",,,"skip"
"os2","perlrexx.c","X",,,"skip"
"os2","perlrexx.cmd","X",,,"skip"
"os2/OS2","typemap","X",,,"skip"
"os2/OS2/ExtAttr","Changes","X",,,"skip"
"os2/OS2/ExtAttr","ExtAttr.pm","X",,,"skip"
"os2/OS2/ExtAttr","ExtAttr.xs","X",,,"skip"
"os2/OS2/ExtAttr","MANIFEST","X",,,"skip"
"os2/OS2/ExtAttr","Makefile.PL","X",,,"skip"
"os2/OS2/ExtAttr","myea.h","X",,,"skip"
"os2/OS2/ExtAttr","typemap","X",,,"skip"
"os2/OS2/ExtAttr/t","os2_ea.t","X",,,"skip"
"os2/OS2/PrfDB","Changes","X",,,"skip"
"os2/OS2/PrfDB","MANIFEST","X",,,"skip"
"os2/OS2/PrfDB","Makefile.PL","X",,,"skip"
"os2/OS2/PrfDB","PrfDB.pm","X",,,"skip"
"os2/OS2/PrfDB","PrfDB.xs","X",,,"skip"
"os2/OS2/PrfDB/t","os2_prfdb.t","X",,,"skip"
"os2/OS2/Process","MANIFEST","X",,,"skip"
"os2/OS2/Process","Makefile.PL","X",,,"skip"
"os2/OS2/Process","Process.pm","X",,,"skip"
"os2/OS2/Process","Process.xs","X",,,"skip"
"os2/OS2/Process/t","os2_process.t","X",,,"skip"
"os2/OS2/Process/t","os2_process_kid.t","X",,,"skip"
"os2/OS2/Process/t","os2_process_text.t","X",,,"skip"
"os2/OS2/REXX","Changes","X",,,"skip"
"os2/OS2/REXX","MANIFEST","X",,,"skip"
"os2/OS2/REXX","Makefile.PL","X",,,"skip"
"os2/OS2/REXX","REXX.pm","X",,,"skip"
"os2/OS2/REXX","REXX.xs","X",,,"skip"
"os2/OS2/REXX/DLL","Changes","X",,,"skip"
"os2/OS2/REXX/DLL","DLL.pm","X",,,"skip"
"os2/OS2/REXX/DLL","DLL.xs","X",,,"skip"
"os2/OS2/REXX/DLL","MANIFEST","X",,,"skip"
"os2/OS2/REXX/DLL","Makefile.PL","X",,,"skip"
"os2/OS2/REXX/t","rx_cmprt.t","X",,,"skip"
"os2/OS2/REXX/t","rx_dllld.t","X",,,"skip"
"os2/OS2/REXX/t","rx_emxrv.t","X",,,"skip"
"os2/OS2/REXX/t","rx_objcall.t","X",,,"skip"
"os2/OS2/REXX/t","rx_sql.test","X",,,"skip"
"os2/OS2/REXX/t","rx_tiesql.test","X",,,"skip"
"os2/OS2/REXX/t","rx_tievar.t","X",,,"skip"
"os2/OS2/REXX/t","rx_tieydb.t","X",,,"skip"
"os2/OS2/REXX/t","rx_varset.t","X",,,"skip"
"os2/OS2/REXX/t","rx_vrexx.t","X",,,"skip"
"plan9","aperl","X",,,"skip"
"plan9","buildinfo","X",,,"skip"
"plan9","config.plan9","X",,,"skip"
"plan9","config_h.sample","X",,,"skip"
"plan9","config_sh.sample","X",,,"skip"
"plan9","exclude","X",,,"skip"
"plan9","fndvers","X",,,"skip"
"plan9","genconfig.pl","X",,,"skip"
"plan9","mkfile","X",,,"skip"
"plan9","myconfig.plan9","X",,,"skip"
"plan9","plan9.c","X",,,"skip"
"plan9","plan9ish.h","X",,,"skip"
"plan9","setup.rc","X",,,"skip"
"plan9","versnum","X",,,"skip"
"plan9/arpa","inet.h","X",,,"skip"
"pod","Makefile",,"X",,"fwd"
"pod","Makefile.SH","X","X",,"skip"
"pod","buildtoc","X",,,"skip"
"pod","checkpods.PL","X",,,"skip"
"pod","perl.pod","X",,"X","distrib"
"pod","perl5004delta.pod","X",,"X","distrib"
"pod","perl5005delta.pod","X",,"X","distrib"
"pod","perl561delta.pod","X",,"X","distrib"
"pod","perl56delta.pod","X",,"X","distrib"
"pod","perl570delta.pod","X",,"X","distrib"
"pod","perl571delta.pod","X",,"X","distrib"
"pod","perl572delta.pod","X",,"X","distrib"
"pod","perl573delta.pod","X",,"X","distrib"
"pod","perl581delta.pod","X",,"X","distrib"
"pod","perl582delta.pod","X",,"X","distrib"
"pod","perl583delta.pod","X",,"X","distrib"
"pod","perl584delta.pod","X",,"X","distrib"
"pod","perl58delta.pod","X",,"X","distrib"
"pod","perlaix.pod",,"X",,"skip"
"pod","perlamiga.pod",,"X",,"skip"
"pod","perlapi.pod","X",,"X","distrib"
"pod","perlapio.pod","X",,"X","distrib"
"pod","perlapollo.pod",,"X",,"skip"
"pod","perlartistic.pod","X",,"X","distrib"
"pod","perlbeos.pod",,"X",,"skip"
"pod","perlbook.pod","X",,"X","distrib"
"pod","perlboot.pod","X",,"X","distrib"
"pod","perlbot.pod","X",,"X","distrib"
"pod","perlbs2000.pod",,"X",,"skip"
"pod","perlcall.pod","X",,"X","distrib"
"pod","perlce.pod",,"X",,"skip"
"pod","perlcheat.pod","X",,"X","distrib"
"pod","perlclib.pod","X",,"X","distrib"
"pod","perlcn.pod",,"X",,"distrib"
"pod","perlcompile.pod","X",,"X","distrib"
"pod","perlcygwin.pod",,"X",,"skip"
"pod","perldata.pod","X",,"X","distrib"
"pod","perldbmfilter.pod","X",,"X","distrib"
"pod","perldebguts.pod","X",,"X","distrib"
"pod","perldebtut.pod","X",,"X","distrib"
"pod","perldebug.pod","X",,"X","distrib"
"pod","perldelta.pod",,"X",,"distrib"
"pod","perldgux.pod",,"X",,"skip"
"pod","perldiag.pod","X","X","X","distrib"
"pod","perldoc.pod","X",,"X","distrib"
"pod","perldos.pod",,"X",,"skip"
"pod","perldsc.pod","X",,"X","distrib"
"pod","perlebcdic.pod","X",,"X","distrib"
"pod","perlembed.pod","X",,"X","distrib"
"pod","perlepoc.pod",,"X",,"skip"
"pod","perlfaq.pod","X",,"X","distrib"
"pod","perlfaq1.pod","X",,"X","distrib"
"pod","perlfaq2.pod","X",,"X","distrib"
"pod","perlfaq3.pod","X",,"X","distrib"
"pod","perlfaq4.pod","X",,"X","distrib"
"pod","perlfaq5.pod","X",,"X","distrib"
"pod","perlfaq6.pod","X",,"X","distrib"
"pod","perlfaq7.pod","X",,"X","distrib"
"pod","perlfaq8.pod","X",,"X","distrib"
"pod","perlfaq9.pod","X",,"X","distrib"
"pod","perlfilter.pod","X",,"X","distrib"
"pod","perlfork.pod","X",,"X","skip"
"pod","perlform.pod","X",,"X","distrib"
"pod","perlfreebsd.pod",,"X",,"skip"
"pod","perlfunc.pod","X",,"X","distrib"
"pod","perlgpl.pod","X",,"X","distrib"
"pod","perlguts.pod","X",,"X","distrib"
"pod","perlhack.pod","X",,"X","distrib"
"pod","perlhist.pod","X",,"X","distrib"
"pod","perlhpux.pod",,"X",,"skip"
"pod","perlhurd.pod",,"X",,"skip"
"pod","perlintern.pod","X",,"X","distrib"
"pod","perlintro.pod","X",,"X","distrib"
"pod","perliol.pod","X",,"X","distrib"
"pod","perlipc.pod","X",,"X","distrib"
"pod","perlirix.pod",,"X",,"skip"
"pod","perljp.pod",,"X",,"distrib"
"pod","perlko.pod",,"X",,"distrib"
"pod","perllexwarn.pod","X",,"X","distrib"
"pod","perllocale.pod","X",,"X","distrib"
"pod","perllol.pod","X",,"X","distrib"
"pod","perlmachten.pod",,"X",,"skip"
"pod","perlmacos.pod",,"X",,"skip"
"pod","perlmacosx.pod",,"X",,"skip"
"pod","perlmint.pod",,"X",,"skip"
"pod","perlmod.pod","X",,"X","distrib"
"pod","perlmodinstall.pod","X",,"X","distrib"
"pod","perlmodlib.PL","X",,,"skip"
"pod","perlmodlib.pod","X",,"X","distrib"
"pod","perlmodstyle.pod","X",,"X","distrib"
"pod","perlmpeix.pod",,"X",,"skip"
"pod","perlnetware.pod",,"X",,"skip"
"pod","perlnewmod.pod","X",,"X","distrib"
"pod","perlnumber.pod","X",,"X","distrib"
"pod","perlobj.pod","X",,"X","distrib"
"pod","perlop.pod","X",,"X","distrib"
"pod","perlopentut.pod","X",,"X","distrib"
"pod","perlos2.pod",,"X",,"skip"
"pod","perlos390.pod",,"X",,"skip"
"pod","perlos400.pod",,"X",,"skip"
"pod","perlothrtut.pod","X",,"X","skip"
"pod","perlpacktut.pod","X",,"X","distrib"
"pod","perlplan9.pod",,"X",,"skip"
"pod","perlpod.pod","X",,"X","distrib"
"pod","perlpodspec.pod","X",,"X","distrib"
"pod","perlport.pod","X",,"X","distrib"
"pod","perlqnx.pod",,"X",,"skip"
"pod","perlre.pod","X",,"X","distrib"
"pod","perlref.pod","X",,"X","distrib"
"pod","perlreftut.pod","X",,"X","distrib"
"pod","perlrequick.pod","X",,"X","distrib"
"pod","perlreref.pod","X",,"X","distrib"
"pod","perlretut.pod","X",,"X","distrib"
"pod","perlrun.pod","X",,"X","distrib"
"pod","perlsec.pod","X",,"X","distrib"
"pod","perlsolaris.pod",,"X",,"distrib"
"pod","perlstyle.pod","X",,"X","distrib"
"pod","perlsub.pod","X",,"X","distrib"
"pod","perlsyn.pod","X",,"X","distrib"
"pod","perlthrtut.pod","X",,"X","skip"
"pod","perltie.pod","X",,"X","distrib"
"pod","perltoc.pod","X",,"X","distrib"
"pod","perltodo.pod","X",,"X","distrib"
"pod","perltooc.pod","X",,"X","distrib"
"pod","perltoot.pod","X",,"X","distrib"
"pod","perltrap.pod","X",,"X","distrib"
"pod","perltru64.pod",,"X",,"skip"
"pod","perltw.pod",,"X",,"distrib"
"pod","perlunicode.pod","X",,"X","distrib"
"pod","perluniintro.pod","X",,"X","distrib"
"pod","perlutil.pod","X",,"X","distrib"
"pod","perluts.pod",,"X",,"skip"
"pod","perlvar.pod","X",,"X","distrib"
"pod","perlvmesa.pod",,"X",,"skip"
"pod","perlvms.pod",,"X",,"skip"
"pod","perlvos.pod",,"X",,"skip"
"pod","perlwin32.pod",,"X",,"skip"
"pod","perlxs.pod","X",,"X","distrib"
"pod","perlxstut.pod","X",,"X","distrib"
"pod","pod2html",,"X",,"skip"
"pod","pod2html.PL","X","X",,"distrib"
"pod","pod2latex",,"X",,"skip"
"pod","pod2latex.PL","X","X",,"distrib"
"pod","pod2man",,"X",,"skip"
"pod","pod2man.PL","X","X",,"distrib"
"pod","pod2text",,"X",,"skip"
"pod","pod2text.PL","X","X",,"distrib"
"pod","pod2usage",,"X",,"skip"
"pod","pod2usage.PL","X","X",,"distrib"
"pod","podchecker",,"X",,"skip"
"pod","podchecker.PL","X","X",,"distrib"
"pod","podselect",,"X",,"skip"
"pod","podselect.PL","X","X",,"distrib"
"pod","roffitall","X",,,"skip"
"pod","rofftoc","X",,,"skip"
"pod","splitman","X",,,"skip"
"pod","splitpod","X",,,"skip"
"qnx","ar","X",,,"skip"
"qnx","cpp","X",,,"skip"
"t","README","X",,,"skip"
"t","TEST","X","X",,"distrib"
"t","TestInit.pm","X","X",,"distrib"
"t","harness","X","X",,"distrib"
"t","perl",,"X",,"skip"
"t","perl.supp","X",,,"skip"
"t","test.pl","X","X",,"distrib"
"t/base","cond.t","X","X",,"distrib"
"t/base","if.t","X","X",,"distrib"
"t/base","lex.t","X","X",,"distrib"
"t/base","num.t","X","X",,"distrib"
"t/base","pat.t","X","X",,"distrib"
"t/base","rs.t","X","X",,"distrib"
"t/base","term.t","X","X",,"distrib"
"t/cmd","elsif.t","X","X",,"distrib"
"t/cmd","for.t","X","X",,"distrib"
"t/cmd","mod.t","X","X",,"distrib"
"t/cmd","subval.t","X","X",,"distrib"
"t/cmd","switch.t","X","X",,"distrib"
"t/cmd","while.t","X","X",,"distrib"
"t/comp","bproto.t","X","X",,"distrib"
"t/comp","cmdopt.t","X","X",,"distrib"
"t/comp","colon.t","X","X",,"distrib"
"t/comp","cpp.aux","X","X",,"distrib"
"t/comp","cpp.t","X","X",,"distrib"
"t/comp","decl.t","X","X",,"distrib"
"t/comp","hints.t","X","X",,"distrib"
"t/comp","multiline.t","X","X",,"distrib"
"t/comp","our.t","X","X",,"distrib"
"t/comp","package.t","X","X",,"distrib"
"t/comp","parser.t","X","X",,"distrib"
"t/comp","proto.t","X","X",,"distrib"
"t/comp","redef.t","X","X",,"distrib"
"t/comp","require.t","X","X",,"distrib"
"t/comp","script.t","X","X",,"distrib"
"t/comp","term.t","X","X",,"distrib"
"t/comp","use.t","X","X",,"distrib"
"t/comp","utf.t","X","X",,"distrib"
"t/ext-613993/0","ExtTest.pm",,"X",,"skip"
"t/ext-613993/0","ExtTest.xs",,"X",,"skip"
"t/ext-613993/0","MANIFEST",,"X",,"skip"
"t/ext-613993/0","Makefile",,"X",,"skip"
"t/ext-613993/0","Makefile.PL",,"X",,"skip"
"t/ext-613993/0","test.h",,"X",,"skip"
"t/ext-613993/0","test.pl",,"X",,"skip"
"t/io","argv.t","X","X",,"distrib"
"t/io","binmode.t","X","X",,"distrib"
"t/io","crlf.t","X","X",,"distrib"
"t/io","dup.t","X","X",,"distrib"
"t/io","fflush.t","X","X",,"distrib"
"t/io","fs.t","X","X",,"distrib"
"t/io","inplace.t","X","X",,"distrib"
"t/io","iprefix.t","X","X",,"distrib"
"t/io","layers.t","X","X",,"distrib"
"t/io","nargv.t","X","X",,"distrib"
"t/io","open.t","X","X",,"distrib"
"t/io","openpid.t","X","X",,"distrib"
"t/io","pipe.t","X","X",,"distrib"
"t/io","print.t","X","X",,"distrib"
"t/io","read.t","X","X",,"distrib"
"t/io","tell.t","X","X",,"distrib"
"t/io","utf8.t","X","X",,"distrib"
"t/japh","abigail.t","X",,,"skip"
"t/lib","1_compile.t","X","X",,"distrib"
"t/lib","TieIn.pm","X","X",,"distrib"
"t/lib","TieOut.pm","X","X",,"distrib"
"t/lib","commonsense.t","X","X",,"distrib"
"t/lib","compmod.pl","X","X",,"distrib"
"t/lib","filter-util.pl","X","X",,"distrib"
"t/lib","h2ph.h","X","X",,"distrib"
"t/lib","h2ph.pht","X","X",,"distrib"
"t/lib/Dev","Null.pm","X","X",,"distrib"
"t/lib/Devel","switchd.pm","X","X",,"distrib"
"t/lib/Filter/Simple","ExportTest.pm","X","X",,"distrib"
"t/lib/Filter/Simple","FilterOnlyTest.pm","X","X",,"distrib"
"t/lib/Filter/Simple","FilterTest.pm","X","X",,"distrib"
"t/lib/Filter/Simple","ImportTest.pm","X","X",,"distrib"
"t/lib/MakeMaker/Test","Utils.pm","X","X",,"distrib"
"t/lib/MakeMaker/Test/Setup","Recurs.pm","X","X",,"distrib"
"t/lib/Math/BigFloat","Subclass.pm","X","X",,"distrib"
"t/lib/Math/BigInt","BareCalc.pm","X","X",,"distrib"
"t/lib/Math/BigInt","Scalar.pm","X","X",,"distrib"
"t/lib/Math/BigInt","Subclass.pm","X","X",,"distrib"
"t/lib/Math/BigRat","Test.pm","X","X",,"distrib"
"t/lib/Test/Simple","Catch.pm","X","X",,"distrib"
"t/lib/Test/Simple/sample_tests","death.plx","X","X",,"distrib"
"t/lib/Test/Simple/sample_tests","death_in_eval.plx","X","X",,"distrib"
"t/lib/Test/Simple/sample_tests","extras.plx","X","X",,"distrib"
"t/lib/Test/Simple/sample_tests","five_fail.plx","X","X",,"distrib"
"t/lib/Test/Simple/sample_tests","last_minute_death.plx","X","X",,"distrib"
"t/lib/Test/Simple/sample_tests","one_fail.plx","X","X",,"distrib"
"t/lib/Test/Simple/sample_tests","pre_plan_death.plx","X","X",,"distrib"
"t/lib/Test/Simple/sample_tests","require.plx","X","X",,"distrib"
"t/lib/Test/Simple/sample_tests","success.plx","X","X",,"distrib"
"t/lib/Test/Simple/sample_tests","too_few.plx","X","X",,"distrib"
"t/lib/Test/Simple/sample_tests","two_fail.plx","X","X",,"distrib"
"t/lib/dprof","V.pm","X","X",,"distrib"
"t/lib/dprof","test1_t","X","X",,"distrib"
"t/lib/dprof","test1_v","X","X",,"distrib"
"t/lib/dprof","test2_t","X","X",,"distrib"
"t/lib/dprof","test2_v","X","X",,"distrib"
"t/lib/dprof","test3_t","X","X",,"distrib"
"t/lib/dprof","test3_v","X","X",,"distrib"
"t/lib/dprof","test4_t","X","X",,"distrib"
"t/lib/dprof","test4_v","X","X",,"distrib"
"t/lib/dprof","test5_t","X","X",,"distrib"
"t/lib/dprof","test5_v","X","X",,"distrib"
"t/lib/dprof","test6_t","X","X",,"distrib"
"t/lib/dprof","test6_v","X","X",,"distrib"
"t/lib/dprof","test7_t","X","X",,"distrib"
"t/lib/dprof","test7_v","X","X",,"distrib"
"t/lib/dprof","test8_t","X","X",,"distrib"
"t/lib/dprof","test8_v","X","X",,"distrib"
"t/lib/locale","latin1","X","X",,"distrib"
"t/lib/locale","utf8","X",,,"skip"
"t/lib/sample-tests","bailout","X","X",,"distrib"
"t/lib/sample-tests","bignum","X","X",,"distrib"
"t/lib/sample-tests","combined","X","X",,"distrib"
"t/lib/sample-tests","descriptive","X","X",,"distrib"
"t/lib/sample-tests","die","X","X",,"distrib"
"t/lib/sample-tests","die_head_end","X","X",,"distrib"
"t/lib/sample-tests","die_last_minute","X","X",,"distrib"
"t/lib/sample-tests","duplicates","X","X",,"distrib"
"t/lib/sample-tests","head_end","X","X",,"distrib"
"t/lib/sample-tests","head_fail","X","X",,"distrib"
"t/lib/sample-tests","inc_taint","X","X",,"distrib"
"t/lib/sample-tests","lone_not_bug","X","X",,"distrib"
"t/lib/sample-tests","no_nums","X","X",,"distrib"
"t/lib/sample-tests","no_output","X","X",,"distrib"
"t/lib/sample-tests","out_of_order","X","X",,"distrib"
"t/lib/sample-tests","segfault","X",,,"skip"
"t/lib/sample-tests","shbang_misparse","X","X",,"distrib"
"t/lib/sample-tests","simple","X","X",,"distrib"
"t/lib/sample-tests","simple_fail","X","X",,"distrib"
"t/lib/sample-tests","skip","X","X",,"distrib"
"t/lib/sample-tests","skip_nomsg","X","X",,"distrib"
"t/lib/sample-tests","skipall","X","X",,"distrib"
"t/lib/sample-tests","skipall_nomsg","X","X",,"distrib"
"t/lib/sample-tests","switches","X","X",,"distrib"
"t/lib/sample-tests","taint","X","X",,"distrib"
"t/lib/sample-tests","taint_warn","X","X",,"distrib"
"t/lib/sample-tests","todo","X","X",,"distrib"
"t/lib/sample-tests","todo_inline","X","X",,"distrib"
"t/lib/sample-tests","too_many","X","X",,"distrib"
"t/lib/sample-tests","vms_nit","X","X",,"distrib"
"t/lib/sample-tests","with_comments","X","X",,"distrib"
"t/lib/strict","refs","X","X",,"distrib"
"t/lib/strict","subs","X","X",,"distrib"
"t/lib/strict","vars","X","X",,"distrib"
"t/lib/warnings","1global","X","X",,"distrib"
"t/lib/warnings","2use","X","X",,"distrib"
"t/lib/warnings","3both","X","X",,"distrib"
"t/lib/warnings","4lint","X","X",,"distrib"
"t/lib/warnings","5nolint","X","X",,"distrib"
"t/lib/warnings","6default","X","X",,"distrib"
"t/lib/warnings","7fatal","X","X",,"distrib"
"t/lib/warnings","8signal","X","X",,"distrib"
"t/lib/warnings","9enabled","X","X",,"distrib"
"t/lib/warnings","9uninit",,"X",,"skip"
"t/lib/warnings","av","X","X",,"distrib"
"t/lib/warnings","doio","X","X",,"distrib"
"t/lib/warnings","doop","X","X",,"distrib"
"t/lib/warnings","gv","X","X",,"distrib"
"t/lib/warnings","hv","X","X",,"distrib"
"t/lib/warnings","malloc","X","X",,"distrib"
"t/lib/warnings","mg","X","X",,"distrib"
"t/lib/warnings","op","X","X",,"distrib"
"t/lib/warnings","pad","X","X",,"distrib"
"t/lib/warnings","perl","X","X",,"distrib"
"t/lib/warnings","perlio","X","X",,"distrib"
"t/lib/warnings","perly","X","X",,"distrib"
"t/lib/warnings","pp","X","X",,"distrib"
"t/lib/warnings","pp_ctl","X","X",,"distrib"
"t/lib/warnings","pp_hot","X","X",,"distrib"
"t/lib/warnings","pp_pack","X","X",,"distrib"
"t/lib/warnings","pp_sys","X","X",,"distrib"
"t/lib/warnings","regcomp","X","X",,"distrib"
"t/lib/warnings","regexec","X","X",,"distrib"
"t/lib/warnings","run","X","X",,"distrib"
"t/lib/warnings","sv","X","X",,"distrib"
"t/lib/warnings","taint","X","X",,"distrib"
"t/lib/warnings","toke","X","X",,"distrib"
"t/lib/warnings","universal","X","X",,"distrib"
"t/lib/warnings","utf8","X","X",,"distrib"
"t/lib/warnings","util","X","X",,"distrib"
"t/op","64bitint.t","X","X",,"distrib"
"t/op","alarm.t","X","X",,"distrib"
"t/op","anonsub.t","X","X",,"distrib"
"t/op","append.t","X","X",,"distrib"
"t/op","args.t","X","X",,"distrib"
"t/op","arith.t","X","X",,"distrib"
"t/op","array.t","X","X",,"distrib"
"t/op","assignwarn.t","X","X",,"distrib"
"t/op","attrs.t","X","X",,"distrib"
"t/op","auto.t","X","X",,"distrib"
"t/op","avhv.t","X","X",,"distrib"
"t/op","bless.t","X","X",,"distrib"
"t/op","bop.t","X","X",,"distrib"
"t/op","caller.t","X","X",,"distrib"
"t/op","chars.t","X","X",,"distrib"
"t/op","chdir.t","X","X",,"distrib"
"t/op","chop.t","X","X",,"distrib"
"t/op","closure.t","X","X",,"distrib"
"t/op","cmp.t","X","X",,"distrib"
"t/op","concat.t","X","X",,"distrib"
"t/op","cond.t","X","X",,"distrib"
"t/op","context.t","X","X",,"distrib"
"t/op","cproto.t","X","X",,"distrib"
"t/op","crypt.t","X","X",,"distrib"
"t/op","defins.t","X","X",,"distrib"
"t/op","delete.t","X","X",,"distrib"
"t/op","die.t","X","X",,"distrib"
"t/op","die_exit.t","X","X",,"distrib"
"t/op","do.t","X","X",,"distrib"
"t/op","each.t","X","X",,"distrib"
"t/op","eval.t","X","X",,"distrib"
"t/op","exec.t","X","X",,"distrib"
"t/op","exists_sub.t","X","X",,"distrib"
"t/op","exp.t","X","X",,"distrib"
"t/op","fh.t","X","X",,"distrib"
"t/op","filetest.t","X","X",,"distrib"
"t/op","flip.t","X","X",,"distrib"
"t/op","fork.t","X","X",,"distrib"
"t/op","getpid.t","X","X",,"skip"
"t/op","glob.t","X","X",,"distrib"
"t/op","gmagic.t","X","X",,"distrib"
"t/op","goto.t","X","X",,"distrib"
"t/op","goto_xs.t","X","X",,"distrib"
"t/op","grent.t","X","X",,"distrib"
"t/op","grep.t","X","X",,"distrib"
"t/op","groups.t","X","X",,"distrib"
"t/op","gv.t","X","X",,"distrib"
"t/op","hash.t","X","X",,"distrib"
"t/op","hashassign.t","X","X",,"distrib"
"t/op","hashwarn.t","X","X",,"distrib"
"t/op","inc.t","X","X",,"distrib"
"t/op","inccode.t","X","X",,"distrib"
"t/op","index.t","X","X",,"distrib"
"t/op","int.t","X","X",,"distrib"
"t/op","join.t","X","X",,"distrib"
"t/op","lc.t","X","X",,"distrib"
"t/op","lc_user.t","X","X",,"distrib"
"t/op","length.t","X","X",,"distrib"
"t/op","lex_assign.t","X","X",,"distrib"
